cc_rrna_kmer_000001|28S	XR_003297360.1	88456	N/A	100.000	31	0	0	1	31	117	87	PREDICTED: Cyclospora cayetanensis large subunit ribosomal RNA (LOC113146729), rRNA
cc_rrna_kmer_000001|28S	EU252544.1	88456	N/A	100.000	31	0	0	1	31	862	832	Cyclospora cayetanensis 28S large subunit ribosomal RNA gene, partial sequence
cc_rrna_kmer_000002|28S	EU252544.1	88456	N/A	100.000	31	0	0	1	31	691	661	Cyclospora cayetanensis 28S large subunit ribosomal RNA gene, partial sequence
cc_rrna_kmer_000003|28S	XR_003297360.1	88456	N/A	100.000	31	0	0	1	31	1933	1903	PREDICTED: Cyclospora cayetanensis large subunit ribosomal RNA (LOC113146729), rRNA
cc_rrna_kmer_000004|28S	XR_003297360.1	88456	N/A	100.000	31	0	0	1	31	116	86	PREDICTED: Cyclospora cayetanensis large subunit ribosomal RNA (LOC113146729), rRNA
cc_rrna_kmer_000004|28S	EU252544.1	88456	N/A	100.000	31	0	0	1	31	861	831	Cyclospora cayetanensis 28S large subunit ribosomal RNA gene, partial sequence
cc_rrna_kmer_000005|28S	MN928848.1	33632	N/A	100.000	31	0	0	1	31	872	902	Babesia gibsoni isolate XABg8 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
cc_rrna_kmer_000005|28S	KP666154.1	33632	N/A	100.000	31	0	0	1	31	873	903	Babesia gibsoni isolate WH123 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
cc_rrna_kmer_000005|28S	PQ742171.1	3384731	N/A	100.000	31	0	0	1	31	2913	2943	Goussia degiustii isolate EE9_EE10_II1 external transcribed spacer, partial sequence; small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence; and external transcribed spacer, partial sequence
cc_rrna_kmer_000005|28S	KP666147.1	33632	N/A	100.000	31	0	0	1	31	872	902	Babesia gibsoni isolate WH82 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
cc_rrna_kmer_000005|28S	KP666145.1	33632	N/A	100.000	31	0	0	1	31	872	902	Babesia gibsoni isolate WH61 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
cc_rrna_kmer_000005|28S	MN928845.1	33632	N/A	100.000	31	0	0	1	31	872	902	Babesia gibsoni isolate HZBg40 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
cc_rrna_kmer_000005|28S	MN928844.1	33632	N/A	100.000	31	0	0	1	31	872	902	Babesia gibsoni isolate XABg6 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
cc_rrna_kmer_000005|28S	OK091618.1	33632	N/A	100.000	31	0	0	1	31	868	898	Babesia gibsoni voucher HFBg03 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
cc_rrna_kmer_000005|28S	MN928843.1	33632	N/A	100.000	31	0	0	1	31	872	902	Babesia gibsoni isolate XABg76 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
